Channel Id,Channel Url,Channel Title
UCgHC3J__UPXEcJOqC089Nnw,http://www.youtube.com/channel/UCgHC3J__UPXEcJOqC089Nnw,Nu-Trix The Synth Guy
UCgHj7p79mwLmlg01mgAGzVg,http://www.youtube.com/channel/UCgHj7p79mwLmlg01mgAGzVg,iDeviceHelp
UCgWZYUZjiidjWgfs95pJrWg,http://www.youtube.com/channel/UCgWZYUZjiidjWgfs95pJrWg,Ableton
UCgukEGj1BGhz2S9wO7FdNzQ,http://www.youtube.com/channel/UCgukEGj1BGhz2S9wO7FdNzQ,Johnnysvintagemotorcycle
UCgy0wnJan4JwrssP_BZPq3A,http://www.youtube.com/channel/UCgy0wnJan4JwrssP_BZPq3A,neo - Sacrés Français
UCgyeJxD05YnoDquRMNBfBqw,http://www.youtube.com/channel/UCgyeJxD05YnoDquRMNBfBqw,PBS
UChH2l1MuRVI5EIAH1uJ7WMQ,http://www.youtube.com/channel/UChH2l1MuRVI5EIAH1uJ7WMQ,The Leigh Kamman Legacy Project
UChJ-fNfScU8wLAgP9_OVbLA,http://www.youtube.com/channel/UChJ-fNfScU8wLAgP9_OVbLA,steviewonderoff
UChUi5Gm8w-S_d6dS31cFCnQ,http://www.youtube.com/channel/UChUi5Gm8w-S_d6dS31cFCnQ,Steve Perry
UChnxLLvzviaR5NeKOevB8iQ,http://www.youtube.com/channel/UChnxLLvzviaR5NeKOevB8iQ,Red Means Recording
UCi7GJNg51C3jgmYTUwqoUXA,http://www.youtube.com/channel/UCi7GJNg51C3jgmYTUwqoUXA,Team Coco
UCidn7JF0IjiczL74qvQoaGA,http://www.youtube.com/channel/UCidn7JF0IjiczL74qvQoaGA,Akai Professional
UCidvz_O5zdX7z2mr4zkeL2g,http://www.youtube.com/channel/UCidvz_O5zdX7z2mr4zkeL2g,Jane
UCiir91HS4l1LIzciceRjCxQ,http://www.youtube.com/channel/UCiir91HS4l1LIzciceRjCxQ,JoeRussos AlmostDead
UCioR8PpSJMPW97ylNhBPAug,http://www.youtube.com/channel/UCioR8PpSJMPW97ylNhBPAug,Sam Records
UCjBp4-gYckboDrfxNFFAvig,http://www.youtube.com/channel/UCjBp4-gYckboDrfxNFFAvig,BellisarioSonic
UCjPPmKn7x6WeXwSVJhcIFjA,http://www.youtube.com/channel/UCjPPmKn7x6WeXwSVJhcIFjA,Jake Wheeler
UCjWjwD6aDJ-s8p-k-gy-vGA,http://www.youtube.com/channel/UCjWjwD6aDJ-s8p-k-gy-vGA,SmallsLIVE
UCjXmNnJm9jwtGg094LRoFOw,http://www.youtube.com/channel/UCjXmNnJm9jwtGg094LRoFOw,AIRfrenchbandofficial
UCjaAJbhTy0b6sL1XiDD1ueQ,http://www.youtube.com/channel/UCjaAJbhTy0b6sL1XiDD1ueQ,Confusianity
UCjfY3q5vgp-JuoEDoHwoCkw,http://www.youtube.com/channel/UCjfY3q5vgp-JuoEDoHwoCkw,Jazz Vinyl Audiophile Ken Micallef
UCjvrfjOvYHEgrRaY5uybo0Q,http://www.youtube.com/channel/UCjvrfjOvYHEgrRaY5uybo0Q,DISCOS REDONDOS  ( FULL ALBUMS )
UCk8sa4D-Wnymz-w7uVbjfzA,http://www.youtube.com/channel/UCk8sa4D-Wnymz-w7uVbjfzA,Relix
UCkDCZnGoiha9rXhuhMR3auw,http://www.youtube.com/channel/UCkDCZnGoiha9rXhuhMR3auw,Andrew Dixon
UCkO8Q-4aBBigFYJ86T3ZkhQ,http://www.youtube.com/channel/UCkO8Q-4aBBigFYJ86T3ZkhQ,Newhart Full Episodes
UCkOvrKzWT6FW9DTSceCDoCA,http://www.youtube.com/channel/UCkOvrKzWT6FW9DTSceCDoCA,Arturia
UCkV69aZ041agR5LyQIoV9Jw,http://www.youtube.com/channel/UCkV69aZ041agR5LyQIoV9Jw,OLED Safe Screensavers
UCkXN3qbJRXDu2zJOwtp8r5g,http://www.youtube.com/channel/UCkXN3qbJRXDu2zJOwtp8r5g,SocialNRG Presents
UCkmcvAq9QxTRJcQCG8EBoaw,http://www.youtube.com/channel/UCkmcvAq9QxTRJcQCG8EBoaw,Ryan Raddatz
UCkrsdIMiJbWjbUJq3gMme-w,http://www.youtube.com/channel/UCkrsdIMiJbWjbUJq3gMme-w,Sweetwater Soundcheck
UCkyV4HhPfNcUyLNWb2F_XWw,http://www.youtube.com/channel/UCkyV4HhPfNcUyLNWb2F_XWw,Django Reinhardt
UClYDoTmBdnafBCHhnUCqvtw,http://www.youtube.com/channel/UClYDoTmBdnafBCHhnUCqvtw,Epic Spaceman
UClh2CI968a1tE8pQ31pg_Ww,http://www.youtube.com/channel/UClh2CI968a1tE8pQ31pg_Ww,Rock & Roll Hall of Fame
UCllX7TAzmVUMM0KOG_TEyBw,http://www.youtube.com/channel/UCllX7TAzmVUMM0KOG_TEyBw,NCTV 78
UCmPp8BlUyOe-Sk3Je9vz3rA,http://www.youtube.com/channel/UCmPp8BlUyOe-Sk3Je9vz3rA,Nathanial Young
UCmUpllWyvJ2eNCbZcNBJb4Q,http://www.youtube.com/channel/UCmUpllWyvJ2eNCbZcNBJb4Q,TIFF
UCmjNQjjxPOP9jMTQAqaP1PQ,http://www.youtube.com/channel/UCmjNQjjxPOP9jMTQAqaP1PQ,Gordon Laing
UCmnlTWVJysjWPFiZhQ5uudg,http://www.youtube.com/channel/UCmnlTWVJysjWPFiZhQ5uudg,Marty Music
UCmoaL0bruSj83YJa2chWzGQ,http://www.youtube.com/channel/UCmoaL0bruSj83YJa2chWzGQ,Paul Steinbruner
UCms9PJGpBiNJd8e1CJ37zWQ,http://www.youtube.com/channel/UCms9PJGpBiNJd8e1CJ37zWQ,KORG
UCn6fqRkqxmMssNF6oaTTkzw,http://www.youtube.com/channel/UCn6fqRkqxmMssNF6oaTTkzw,NCTV79
UCnYJvw2u3aG9ItwHXm8PbCA,http://www.youtube.com/channel/UCnYJvw2u3aG9ItwHXm8PbCA,Hudson Henry Photography
UCo64g51-fOYw2KZe1Jac2AQ,http://www.youtube.com/channel/UCo64g51-fOYw2KZe1Jac2AQ,Giuseppe Di Giovanna
UCoKgqaxFrkwnffyfyhKhC2w,http://www.youtube.com/channel/UCoKgqaxFrkwnffyfyhKhC2w,Rubin Observatory
UCoLIJK6BFx4hREQ2qfUHyDg,http://www.youtube.com/channel/UCoLIJK6BFx4hREQ2qfUHyDg,Simon Burn
UCoLrcjPV5PbUrUyXq5mjc_A,http://www.youtube.com/channel/UCoLrcjPV5PbUrUyXq5mjc_A,MLB
UCoU0PYNZQXRhFrDdffDCVhQ,http://www.youtube.com/channel/UCoU0PYNZQXRhFrDdffDCVhQ,Jan Wegener
UCofXdbFoiyYOHu-rVFmtjvQ,http://www.youtube.com/channel/UCofXdbFoiyYOHu-rVFmtjvQ,Chicken Soup for the Soul TV
UComF7R7JOOliWvFEdQAijBA,http://www.youtube.com/channel/UComF7R7JOOliWvFEdQAijBA,FrenchEntrée
UCp57MJpe_BxdrbHNR3Q8HMA,http://www.youtube.com/channel/UCp57MJpe_BxdrbHNR3Q8HMA,Sarah2ill
UCpKB2KNjmtmjsb3p3z7VQvQ,http://www.youtube.com/channel/UCpKB2KNjmtmjsb3p3z7VQvQ,Kenny Matthews
UCpYCxV51bykhMY-wSUozQRg,http://www.youtube.com/channel/UCpYCxV51bykhMY-wSUozQRg,The Lincoln Project
UCpgLmY0SJNme1LhqtDrD08w,http://www.youtube.com/channel/UCpgLmY0SJNme1LhqtDrD08w,Flat Roof Doctor
UCqP1gIWh2SM3lRXf373gMNQ,http://www.youtube.com/channel/UCqP1gIWh2SM3lRXf373gMNQ,DPReview TV
UCqRFm36AfUaCPt864Dh7dGA,http://www.youtube.com/channel/UCqRFm36AfUaCPt864Dh7dGA,gordongeekstad
UCqVDpXKLmKeBU_yyt_QkItQ,http://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ,YouTube Originals
UCrDDpJQ1isi5WwxsAsdza5A,http://www.youtube.com/channel/UCrDDpJQ1isi5WwxsAsdza5A,Abel Boquera
UCrL4HtiKWddH-9jkMXgudEA,http://www.youtube.com/channel/UCrL4HtiKWddH-9jkMXgudEA,SurferToday
UCrMDWzUugDhKpBe4MgPiJ1A,http://www.youtube.com/channel/UCrMDWzUugDhKpBe4MgPiJ1A,Norman Maslov 
UCrSSB3ymfBGktEufiIsf9lw,http://www.youtube.com/channel/UCrSSB3ymfBGktEufiIsf9lw,Montefiore Health System
UCrWxiS9N-SuyYgtfcMBGcZA,http://www.youtube.com/channel/UCrWxiS9N-SuyYgtfcMBGcZA,Wades Ramsey
UCroHvqRakNmvz7X7O95R41w,http://www.youtube.com/channel/UCroHvqRakNmvz7X7O95R41w,Jeff Rauseo
UCrvZEOE9u7xBc_pT2W_BGPw,http://www.youtube.com/channel/UCrvZEOE9u7xBc_pT2W_BGPw,Harrison Weinreb
UCry7B7DGVgUIa6k4Tis_DJQ,http://www.youtube.com/channel/UCry7B7DGVgUIa6k4Tis_DJQ,Ricky Gervais
UCs9tH6M6AW16i3s8WabzAfA,http://www.youtube.com/channel/UCs9tH6M6AW16i3s8WabzAfA,nugs
UCsXRkNIkqqezwTSfnbgBzSg,http://www.youtube.com/channel/UCsXRkNIkqqezwTSfnbgBzSg,Telepathic Instruments
UCsgpMa8luXV82KDPamsLt2w,http://www.youtube.com/channel/UCsgpMa8luXV82KDPamsLt2w,Joshua Charow
UCshIZo61yWqsMAYxGjrD9vw,http://www.youtube.com/channel/UCshIZo61yWqsMAYxGjrD9vw,pbthal
UCsoanheX_WHmkc6mcGFB0Xw,http://www.youtube.com/channel/UCsoanheX_WHmkc6mcGFB0Xw,FirstAvenue7StEntry
UCsx6vv8izcm9T857KduEcwA,http://www.youtube.com/channel/UCsx6vv8izcm9T857KduEcwA,Craft Recordings
UCsyXEGzXNTeDrsPB7uWNxYw,http://www.youtube.com/channel/UCsyXEGzXNTeDrsPB7uWNxYw,Generic Photographer
UCt52GJlQUyBV8-l4f6sL5Nw,http://www.youtube.com/channel/UCt52GJlQUyBV8-l4f6sL5Nw,gnarly.music
UCt5OA3LingpZBeEyPYmputQ,http://www.youtube.com/channel/UCt5OA3LingpZBeEyPYmputQ,New Scientist
UCtDd1HxzPTmvdwHa-cylISg,http://www.youtube.com/channel/UCtDd1HxzPTmvdwHa-cylISg,Evan Ranft
UCtZ6qwLISrbRkYG2oBYLz3g,http://www.youtube.com/channel/UCtZ6qwLISrbRkYG2oBYLz3g,Ryan Bingham
UCthKsPC9XDOkwJnousFS47Q,http://www.youtube.com/channel/UCthKsPC9XDOkwJnousFS47Q,Kodak Super8
UCttHfm5NBmdSSMqaYCC5Wig,http://www.youtube.com/channel/UCttHfm5NBmdSSMqaYCC5Wig,Jazz Bums
UCu1R-PodIMk0liS7OGSUboQ,http://www.youtube.com/channel/UCu1R-PodIMk0liS7OGSUboQ,Jay Hosking
UCu5bUG7OpJgSw0f8drH6gWA,http://www.youtube.com/channel/UCu5bUG7OpJgSw0f8drH6gWA,Maple Films
UCuA8vYqCPCDSpvO2KRrKG1w,http://www.youtube.com/channel/UCuA8vYqCPCDSpvO2KRrKG1w,The Jazz Library
UCuPivVjnfNo4mb3Oog_frZg,http://www.youtube.com/channel/UCuPivVjnfNo4mb3Oog_frZg,A24
UCuTNvemdHkE13hEXyx1FR7Q,http://www.youtube.com/channel/UCuTNvemdHkE13hEXyx1FR7Q,WCB JAZZ VINYL
UCuc-M9CoTGFUZ3weRVVkZ0A,http://www.youtube.com/channel/UCuc-M9CoTGFUZ3weRVVkZ0A,mr tambourine
UCudZmDC1Ep6AE_kTPBG9T6w,http://www.youtube.com/channel/UCudZmDC1Ep6AE_kTPBG9T6w,Golden FilmRetro
UCv5faLzs4gq6BJ9tUDTnkJw,http://www.youtube.com/channel/UCv5faLzs4gq6BJ9tUDTnkJw,Stefano Mannetti (Mannetts)
UCvBIeawwoYClbqjf8WSrzxA,http://www.youtube.com/channel/UCvBIeawwoYClbqjf8WSrzxA,Kemper Simpich
UCvCzYo4_Ypg5nfApyp2sbaw,http://www.youtube.com/channel/UCvCzYo4_Ypg5nfApyp2sbaw,John Greengo Photography - #1 photography educator
UCvFSCoOuiUYjo5gxgX9HzMg,http://www.youtube.com/channel/UCvFSCoOuiUYjo5gxgX9HzMg,Bobfather TV
UCvQECJukTDE2i6aCoMnS-Vg,http://www.youtube.com/channel/UCvQECJukTDE2i6aCoMnS-Vg,Big Think
UCvkstqnAN_FetXawQRdRL7Q,http://www.youtube.com/channel/UCvkstqnAN_FetXawQRdRL7Q,Your Classic Movie Channel
UCvqGJkKHb-VHgxJmuBbIfIQ,http://www.youtube.com/channel/UCvqGJkKHb-VHgxJmuBbIfIQ,Starsky Carr
UCvrgCIxYhzJQGG6HMPoU9Vg,http://www.youtube.com/channel/UCvrgCIxYhzJQGG6HMPoU9Vg,Bill Wolfer
UCw1IciEdRDx8lDJD7xaCcWw,http://www.youtube.com/channel/UCw1IciEdRDx8lDJD7xaCcWw,Mo chreach!
UCwiB4xaCbm_T-9iBFudf3qw,http://www.youtube.com/channel/UCwiB4xaCbm_T-9iBFudf3qw,Naissam Jalal
UCwx2Kh4zlQu97cXZGQrCV7Q,http://www.youtube.com/channel/UCwx2Kh4zlQu97cXZGQrCV7Q,Bill Frisell
UCxG7LPaavnpoTXTeix3CQIw,http://www.youtube.com/channel/UCxG7LPaavnpoTXTeix3CQIw,Eric 
UCxOI3PFiH_dBrPB6kCW3cFw,http://www.youtube.com/channel/UCxOI3PFiH_dBrPB6kCW3cFw,Terrapin Clubhouse
UCxa35LkCgnEXZLU1WB_ehdg,http://www.youtube.com/channel/UCxa35LkCgnEXZLU1WB_ehdg,Brooklyn Music Factory
UCxfwLDQLGcAplTSGiUMkMpA,http://www.youtube.com/channel/UCxfwLDQLGcAplTSGiUMkMpA,equalitystreet
UCxoI6TObHYXoeLF5kuyIwug,http://www.youtube.com/channel/UCxoI6TObHYXoeLF5kuyIwug,MIKE DEAN
UCxuJgU_RrAKETUInMzpbfkg,http://www.youtube.com/channel/UCxuJgU_RrAKETUInMzpbfkg,Joe Cocker
UCyD23TP_XV2hON6iGUFj0mw,http://www.youtube.com/channel/UCyD23TP_XV2hON6iGUFj0mw,Classic Studio
UCyYb6W2EHfyGjKVM26rUpWA,http://www.youtube.com/channel/UCyYb6W2EHfyGjKVM26rUpWA,Lady Confidential
UCy_bbwPsSwNmdlYpExi9fYQ,http://www.youtube.com/channel/UCy_bbwPsSwNmdlYpExi9fYQ,Devin Belanger
UCz37g6WCEtdYEWpa5wif7jw,http://www.youtube.com/channel/UCz37g6WCEtdYEWpa5wif7jw,MeTechie
UCz8guXx2NrQbdbu8CgUM0lw,http://www.youtube.com/channel/UCz8guXx2NrQbdbu8CgUM0lw,Andrea Pizzini
UCz9YXaSulpM90vC24lmAeZA,http://www.youtube.com/channel/UCz9YXaSulpM90vC24lmAeZA,Jose Rodriguez Photo Printing Techie
UCzIJVoH2RGS9Pjzab9rywZg,http://www.youtube.com/channel/UCzIJVoH2RGS9Pjzab9rywZg,Aerial Earth 🌎
UCzXwq43cFscWT4ZX9QbWwZw,http://www.youtube.com/channel/UCzXwq43cFscWT4ZX9QbWwZw,Columbo
UCzo-x3FRcQ7UG_HKi4lyQZg,http://www.youtube.com/channel/UCzo-x3FRcQ7UG_HKi4lyQZg,Nerd Initiative





